股票代码,股票名称,当前价,涨跌幅,市值,市盈率
OSBC,"Old Second Bancorp, Inc.",14.2,0.35,4.209212E8,28.3
KBWP,美国产险ETF-PowerShares,62.3,0.35,7.13885E7,
IPO,美国新股ETF-Renaissance,29.01,0.35,1.87895E7,
INFY,Infosys,17.43,0.35,3.79380646E10,18.48
GSG,大宗商品ETF-iShares,17.44,0.35,5.72904E8,
GAB-D,"Gabelli Equity Trust, Inc. (The) Preferred Stock Series D",25.69,0.35,6.05148E7,
FARM,Farmer Brothers Company,28.95,0.35,4.875554E8,
ETR,安特吉,79.26,0.35,1.43338442E10,34.64
ETO,伊万全球红利机会基金,25.5,0.35,3.690689E8,15.22
DON,中型股高红利ETF-WisdomTree,34.53,0.35,3.093459E9,
DGRS,WisdomTree U.S. SmallCap Quality Dividend Growth Fund,34.87,0.35,1.025125E8,
CBPX,"Continental Building Products, Inc.",28.5,0.35,1.0605132E9,18.44
BATRK,亚特兰大勇士队,22.69,0.35,8.98144E8,
WTM,"White Mountains Insurance Group, Ltd.",864.22,0.34,3.2327702E9,74.51
WDR,"Waddell & Reed Financial, Inc.",20.37,0.34,1.6877852E9,12.01
VRTX,福泰制药,158.69,0.34,4.03091167E10,152.07
SRTS,"Sensus Healthcare, Inc.",5.88,0.34,7.93504E7,
NTDOY,任天堂,53.45,0.34,4.744E10,81.62
NCZ,安联可转债收益基金2期,5.97,0.34,4.435606E8,9.6
LULU,露露柠檬,96.64,0.34,1.2266447552E10,45.8
LSVX,VIX长短仓策略-VelocityShares,14.6,0.34,4364700.0,
LEA,李尔,192.05,0.34,1.26849236E10,10.3
KND,金德里德保健,8.93,0.34,8.135826E8,
JPUS,JPMorgan Diversified Return U.S. Equity ETF,70.1,0.34,4.959776E8,
JCP,彭尼百货,2.91,0.34,9.06673065E8,
IGI,Western Asset Investment Grade Defined Opportunity Trust Inc.,20.4,0.34,2.199561E8,
CLRBW,"Cellectar Biosciences, Inc. - Warrants",0.597,498.2,0.0,
CHEK,Check-Cap Ltd. - Ordinary Share,7.26,79.26,6523000.0,0.05
KIO.R,KIO.R,0.31,40.89,0.0,
CHEKW,Check-Cap Ltd. - Series A Warrant,0.1999,37.86,0.0,
OPGNW,"OpGen, Inc. - Warrant",0.9281,30.72,0.0,
TCF+,TCF Financial Corporation TCF Financial Corporation Warrants,7.45,26.27,0.0,
IMRNW,Immuron Limited - Warrants,4.0,21.21,0.0,
RTG,RTG,1.05,20.0,2110000.0,1.56
HBM+,Hudbay Minerals Inc. Warrants Expiring 07/20/2018 (Canada),0.03,20.0,559800.0,
FRSX,Foresight Autonomous Holdings Ltd. - American Depositary Shares,3.61,19.54,5.94873E7,
WTFCW,Wintrust Financial Corporation - Warrants,80.0,17.58,0.0,21.67
APOPW,Cellect Biotechnology Ltd. - Warrants to Purchase ADRs,1.95,17.47,0.0,
JOB,GEE Group Inc.,2.34,17.0,2.08891E7,
EVFM,"Evofem Biosciences, Inc.",7.29,16.64,1.110209E8,
WHLM,"Wilhelmina International, Inc.",7.44,15.89,3.45503E7,214.0
MDR,迈克德莫特国际,7.01,15.87,1.7251448E9,9.6
VRML,"Vermillion, Inc.",1.42,15.45,8.79934E7,
EASTW,"Eastside Distilling, Inc. - Warrants",1.95,14.71,0.0,
ARYX,ARYx医疗,0.0,14.29,0.0,
TSG,The Stars Group Inc.,33.45,14.16,4.3545917E9,29.01
ADXSW,"Advaxis, Inc. - Warrants",0.305,12.96,0.0,
CIFS,圣盈信,25.58,12.79,5.6276E8,
CWBR,"CohBar, Inc.",4.99,12.39,1.774053E8,
OMAD+,"One Madison Corporation Warrants, each whole warrant exercisable for one Class A Ordinary Share at an exercise price of $11.50 p",0.95,11.76,0.0,
NLS,鹦鹉螺体育,15.0,11.52,4.083665E8,15.11
BOX,Box.net,22.9,10.9,2.9703046391E9,
INSM,"Insmed, Inc.",26.05,10.76,1.8021762E9,
CMTA,Clementia Pharmaceuticals Inc.,19.47,10.44,5.381837E8,
KIQ,Kelso Technologies Inc Ordinary Shares,0.6065,10.25,2.59435E7,
NEXT,NextDecade Corporation,6.48,10.02,6.266825E8,
NAP,Navios Maritime Midstream Partners LP Common Units representing limited partner interests,4.67,9.88,8.22566E7,6.07
ZDGE,"Zedge, Inc. Class B",3.82,9.77,3.36323E7,
PVTL,"Pivotal Software, Inc. Class A",17.25,9.66,0.0,
EDGE,"Edge Therapeutics, Inc.",1.25,9.65,3.51909E7,
CBAN,科勒尼,17.75,9.57,1.36716E8,18.62
ROSEW,Rosehill Resources Inc. - Warrants,0.9967,9.53,0.0,
SBGL.R,SBGL.R,1.74,9.43,0.0,
EBIO,"Eleven Biotherapeutics, Inc.",2.09,9.42,8.23314E7,
NETE,"Net Element, Inc.",9.44,9.13,3.34132E7,
ONSIZ,"Oncobiologics, Inc. - Series B Warrant",0.048,9.09,0.0,
SALT,Scorpio Bulkers Inc.,7.85,9.03,5.469925E8,
WINS,稳盛金融,153.0,8.89,2.7873871E9,139.12
CADC,新奥混凝土,2.45,8.89,5849828.25,
GCVRZ,Sanofi - Contingent Value Right (Expiring 12/31/2020),0.48,8.87,0.0,
DSLV,白银3X做空-VelocityShares,24.03,8.78,2.68158E7,
GIFI,"Gulf Island Fabrication, Inc.",9.55,8.52,1.32379E8,
PCMI,"PCM, Inc.",10.3,8.42,1.12025E8,39.58
HMNY,Helios and Matheson Analytics Inc,2.46,8.37,1.203024E8,
ECOM,ChannelAdvisor Corporation,11.93,7.96,2.988624E8,
EYEG,"Eyegate Pharmaceuticals, Inc.",0.5805,7.9,9499600.0,
AGMH,AGM Group Holdings Inc.,8.4,7.83,1.66009E8,
ABCD,新生,11.11,7.76,4.85089E8,10.85
SHLD,西尔斯,3.24,7.64,3.249533E8,
PER,SandRidge Permian Trust Common Units of Benficial Interest,2.15,7.5,1.05E8,0.81
EPE,EP Energy Corporation Class A,1.87,7.47,4.369741E8,
RMBL,"RumbleOn, Inc. - Class B",4.91,7.44,5.45134E7,
TDW+A,"Tidewater Inc. Series A Warrants to purchase shares of  (expiring July 31, 2023)",4.79,7.4,0.0,
UNAM,Unico American Corporation,8.0,7.38,3.95116E7,
GFA,Gafisa建设,7.17,7.34,1.494914E8,
JMU,众美联,0.72,7.29,5.643382248E7,
ENSV,Enservco Corporation,1.03,7.29,4.90077E7,
TCF,TCF Financial Corporation,24.34,7.27,3.8733449E9,15.76
VVC,埃文斯威市电力,70.31,7.26,5.4457685E9,25.21
SRSC,Sears Canada Inc.,0.86,7.23,5.9089E7,
CERC,Cerecor Inc.,4.18,7.18,1.223903E8,9.29
HEAR,Turtle Beach Corporation,4.65,7.14,5.35838E7,
BIOL,"Biolase, Inc.",0.3482,7.14,3.32638E7,
AVXL,Anavex Life Sciences Corp.,2.44,7.02,1.016282E8,
MARA,"Marathon Patent Group, Inc.",1.53,6.99,2.7639E7,
HSIC,亨利香恩服务,73.79,6.83,1.06579187E10,26.88
TNC,坦能,74.5,6.73,1.2490222E9,
TTS,"Tile Shop Hldgs, Inc.",6.4,6.67,3.145749E8,42.86
LCAHW,"Landcadia Holdings, Inc. - Warrant",0.64,6.67,0.0,
PNRG,PrimeEnergy Corporation,69.23,6.51,1.363555E8,4.58
LYL,龙运国际,3.6,6.51,4.20000012E7,
COUP,Coupa Software,49.7,6.49,2.6428699E9,
RFL,"Rafael Holdings, Inc. Class B",6.79,6.43,7.42626E7,
RETA,"Reata Pharmaceuticals, Inc.",25.39,6.41,4.769836E8,
PRPLW,"Purple Innovation, Inc.",0.83,6.41,0.0,
SYBX,"Synlogic, Inc.",12.7,6.37,2.334582E8,
TATT,TAT科技,8.88,6.35,7.37175E7,835.0
MAT,美泰,13.78,6.33,4.66114040938E9,13.25
WTI,"W&T Offshore, Inc.",5.93,6.27,7.761294E8,9.96
AKCA,"Akcea Therapeutics, Inc.",27.82,6.26,1.7467325E9,
PES,Pioneer Energy Services Corp. Common Stk,3.4,6.25,2.48947E8,
JDST,小金矿3X空-Direxion,50.71,6.13,1.57088E8,
OASM,Oasmia Pharmaceutical AB - American Depositary Shares,1.91,6.11,1.05785E8,
FGP,法瑞加合作伙伴,3.66,6.09,3.351767E8,
MTFB,Motif Bio plc - ADR,10.95,6.0,1.364327E8,
ZSL,白银2X做空-ProShares,32.46,5.97,2.19574E7,
HBI,哈尼斯品牌服装,18.23,5.93,6.2016869E9,101.24
SGMA,喜玛庆国际,6.44,5.92,2.56288E7,11.05
SIM,"Grupo Simec, S.A.B. de C.V. American Depositary Shares",9.97,5.84,1.5634705E9,13.46
GERN,杰龙,4.01,5.8,6.088788E8,
CDLX,"Cardlytics, Inc.",14.31,5.76,2.705412E8,
ALK,阿拉斯加航空,69.11,5.69,8.0687638E9,7.83
LEDS,旭明光电,3.35,5.68,1.12386E7,
FSBC,"FSB Bancorp, Inc.",17.96,5.65,3.30013E7,113.33
CPAC,Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five ),12.73,5.64,1.021523E9,57.38
HIBB,希贝特体育,26.55,5.57,4.772122E8,14.71
WPC,W.P. Carey Inc. REIT,61.36,0.11,6.5699673E9,23.94
WFC,富国银行,52.62,0.11,2.670432510429E11,13.05
VTV,价值股ETF-Vanguard,104.85,0.11,3.64484903E10,35.49
VBTX,"Veritex Holdings, Inc.",27.96,0.11,6.744406E8,34.91
SUB,美国短期市政债-iShares,104.55,0.11,1.5298995E9,
SFST,"Southern First Bancshares, Inc.",47.3,0.11,3.487861E8,26.85
SAM,波士顿啤酒,220.75,0.11,1.9366125E9,27.26
PWV,PowerShares Dynamic LargeCap Value,36.68,0.11,1.3958697E9,13.93
PUK,英国保诚,52.63,0.11,6.8123873E10,30.21
PTGX,"Protagonist Therapeutics, Inc.",8.92,0.11,1.887469E8,
PRF,Powershares FTSE RAFI US 1000 Portfolio,111.91,0.11,5.1591085E9,9.0
PRA,ProAssurance Corporation,47.1,0.11,2.5215539E9,23.53
PPH,VanEck Vectors Pharmaceutical ETF,56.83,0.11,2.547916E8,51.53
PGF,金融优先股ETF-PowerShares,18.37,0.11,1.5766865E9,8.78
PBIP,宾夕法尼亚保德信,18.44,0.11,1.654358E8,80.09
PANW,Palo Alto网络,192.28,0.11,1.76412997E10,
OPP,RiverNorth/DoubleLine战略机会基金,17.59,0.11,1.84485E8,
NSIT,"Insight Enterprises, Inc.",35.41,0.11,1.2757514E9,14.15
NHTC,然健环球,18.71,0.11,2.126192E8,8.94
NHC,National HealthCare Corporation,63.04,0.11,9.588152E8,17.07
NGLS-A,Targa Resources Partners LP 9.00% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing p,26.48,0.11,1.3225E8,
MCEF,First Trust Municipal CEF Income Opportunity ETF,17.71,0.11,1.32705E7,
MASI,麦斯莫医疗,89.76,0.11,4.6297153E9,37.99
MAR,万豪国际酒店,137.63,0.11,4.90665761E10,38.08
KMM,DWS多元市场基金,8.81,0.11,1.970607E8,12.22
JCO,Nuveen Credit Opportunities 2022 Target Term Fund  of Beneficial Interest,9.51,0.11,2.629963E8,
IWS,罗素中型价值股指数ETF-iShares,87.47,0.11,1.04975055E10,106.55
HP,赫尔默里奇和佩恩材料,72.41,0.11,7.83881696E9,
GS-N,高盛-优先股N,26.58,0.11,7.1685E8,
GBDC,"Golub Capital BDC, Inc.",17.92,0.11,1.0693683E9,13.16
FNX,First Trust Mid Cap Core AlphaDEX Fund,65.99,0.11,7.712641E8,
FNB-E,"F.N.B. Corporation Depositary Shares, each representing a 1/40th interest in a share of Fixed-to-Floating Rate Non-Cumulative Pe",28.36,0.11,1.256391E8,
FGD,First Trust DJ Global Select Dividend,26.21,0.11,5.131281E8,
EUSA,iShares MSCI USA Equal Weighted ETF,55.53,0.11,1.49769E8,
ESG,FlexShares STOXX US ESG Impact Index Fund,63.2,0.11,2.36738E7,
DLN,WisdomTree U.S. LargeCap Dividend Fund,89.05,0.11,1.930215E9,14.33
DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund  of Beneficial Interest,18.35,0.11,6.614445E8,
CXH,MFS市政基金,9.46,0.11,9.30722E7,12.6
CTB,库珀轮胎与橡胶,27.83,0.11,1.4142769E9,15.36
CDW,CDW Corporation,71.61,0.11,1.08687681E10,21.61
CBH,AllianzGI Convertible & Income 2024 Target Term Fund  of Beneficial Interest,9.26,0.11,1.52625E8,
BKNG,Booking Holdings Inc.,2133.69,0.11,1.029208563E11,29.89
BGIO,BlackRock 2022 Global Income Opportunity Trust,9.46,0.11,2.088527E8,
BDJ,贝莱德增强股票红利信托,8.82,0.11,1.6530439E9,23.81
ANTX,"Anthem, Inc. Corporate Units",54.57,0.11,9.8118E8,5.12
AHL,百慕大,43.9,0.11,2.6118592E9,
WTMF,WisdomTree Managed Futures Strategy Fund,39.98,0.1,1.67748E8,
WBC,Wabco Holdings Inc.,134.05,0.1,7.1778578E9,16.97
USMV,美国最小波动率ETF-iShares,52.29,0.1,1.4198832E10,
TWX,时代华纳,96.34,0.1,7.502522148E10,14.49
TLI,Western Asset Corporate Loan Fund Inc,10.44,0.1,1.036634E8,48.85
TEN,天纳克,50.77,0.1,2.6082914E9,12.97
TDS,电话和数据系统,29.06,0.1,3.0255464E9,21.19
SPR,"Spirit Aerosystems Holdings, Inc.",80.59,0.1,9.2289483E9,26.75
SPDN,Direxion Daily S&P 500 Bear 1X Shares,30.37,0.1,2.12375E7,
SCAC,Saban Capital Acquisition Corp. - Class A Ordinary Share,10.02,0.1,2.5025E8,250.25
PSCU,PowerShares S&P SmallCap Utilities Portfolio,51.74,0.1,4.65246E7,
PPA,国防航太ETF-PowerShares,58.76,0.1,1.065405E9,13.0
PEP,百事,102.58,0.1,1.4816829934772E11,22.5
PEO,"Adams Natural Resources Fund, Inc.",19.67,0.1,5.692501E8,50.38
PACQU,Pure Acquisition Corp. Unit,10.16,0.1,3.654E8,
OUSA,O'Shares FTSE U.S. Quality Dividend ETF,30.32,0.1,4.467775E8,
OSPR,Osprey Energy Acquisition Corp.,9.64,0.1,2.64825E8,
OPTN,"OptiNose, Inc.",20.16,0.1,7.62616E8,
NYCB-U,"New York Community Bancorp, Inc. New York Community Capital Tr V (BONUSES)",50.1,0.1,1.452451E8,
MPAC,Matlin & Partners Acquisition Corporation,9.82,0.1,3.18825E8,490.5
MLM,马丁-玛丽埃塔材料,196.91,0.1,1.23579347E10,17.49
JPC,Nuveen Preferred & Income Opportunities Fund,9.88,0.1,1.0395461E9,8.73
JP,钜派投资,19.56,0.1,6.30884072E8,12.94
JHY,Nuveen High Income 2020 Target Term Fund  of Beneficial Interest,9.75,0.1,1.522534E8,
JACK,Jack in The Box,88.96,0.1,2.6245226E9,206.67
ITA,国防航太ETF-iShares,204.88,0.1,6.2117345E9,14.74
INDU,Industrea Acquisition Corp.,9.85,0.1,2.2632E8,
HUN,亨斯曼材料,31.15,0.1,7.5436896E9,15.88
HCI,"HCI Group, Inc.",41.2,0.1,3.893095E8,
GYRO,旋翼物业,20.72,0.1,3.06915E7,72.74
GTYH,"GTY Technology Holdings, Inc. - Class A Ordinary Shares",9.98,0.1,5.50344E8,166.17
GLIBA,"GCI LIBERTY, INC.",51.52,0.1,5.3537035E9,
FXO,金融业ETF-First Trust,31.09,0.1,1.1538791E9,
FLRN,美国浮动利率投资级债ETF-SPDR,30.77,0.1,2.58216E9,
FIBR,iShares Edge U.S. Fixed Income Balanced Risk ETF,97.42,0.1,1.26516E8,
EZM,WisdomTree U.S. MidCap Earnings Fund,38.97,0.1,1.043324E9,
EME,埃姆科,80.58,0.1,4.7050861E9,21.02
ELLI,"Ellie Mae, Inc.",89.74,0.1,3.0755297E9,60.57
ELEC,Electrum Special Acquisition Corporation - Ordinary Shares,10.45,0.1,1.813686E8,
EHT,伊万高收益2021年目标期信托,9.83,0.1,2.107466E8,
CACG,ClearBridge All Cap Growth ETF,29.02,0.1,6.52275E7,
BUI,贝莱德公用事业基础设施信托,19.84,0.1,3.351864E8,
BSCP,2025投资级债ETF-Guggenheim,19.81,0.1,1.038975E8,
BRAC,Black Ridge Acquisition Corp.,9.73,0.1,1.719954E8,
BLOK,区块链ETF,19.19,0.1,1.76364E8,
ARCM,Arrow Reserve Capital Management ETF,100.29,0.1,5.81102E7,
AMPH,"Amphastar Pharmaceuticals, Inc.",19.33,0.1,8.99902E8,214.56
ACAD,阿卡迪亚,19.92,0.1,2.4815687E9,
WSR,Whitestone REIT,10.55,0.09,4.13418E8,47.91
SYV,SPDR MFS Systematic Value Equity ETF,66.94,0.09,2.67524E7,
STRL,Sterling Construction Company Inc,11.77,0.09,3.179266E8,27.35
SNCR,"Synchronoss Technologies, Inc.",11.73,0.09,5.56874E8,
SLM,学贷美,11.68,0.09,5.0595205E9,18.82
PSCI,PowerShares S&P SmallCap Industrials Portfolio,65.41,0.09,1.078275E8,
AZO,AutoZone,599.38,0.59,1.60286162E10,12.44
AFTY,A50ETF-南方东英,16.98,0.59,6851300.0,
SPSC,"SPS Commerce, Inc.",65.51,0.58,1.114371E9,
PNW,Pinnacle West Capital Corporation,78.47,0.58,8.7326667E9,17.94
NYLD.A,"NRG Yield, Inc. Class A",17.38,0.58,5.976504E8,34.56
LYB,利安德巴塞尔,108.3,0.58,4.23904339E10,8.77
LHCG,LHC Group,76.08,0.58,2.359968E9,27.11
LBRDK,Liberty Broadband Corporation - Class C,83.35,0.58,1.26440165E10,7.47
IPCC,Infinity Property and Casualty Corporation,121.45,0.58,1.320451E9,29.45
HRS,哈里斯通讯,168.98,0.58,1.99466069E10,32.37
GRX-B,Gabelli Healthcare Preferred Series B,25.91,0.58,3.8162E7,
FULT,富尔顿金融,17.25,0.58,3.0071233E9,16.98
ERUS,俄罗斯ETF-iShares,33.09,0.58,6.20165E8,
EPV,欧洲2X做空-ProShares,29.57,0.58,1.79963E7,
EGP,"EastGroup Properties, Inc.",85.13,0.58,2.9575002E9,29.19
EAE,"Entergy Arkansas, Inc. First Mortgage Bonds, 4.75% Series due June 1, 2063",24.24,0.58,1.205E8,13.25
DXJS,日本小盘股ETF汇率对冲-WisdomTree,45.2,0.58,2.111992E8,
DTE,DTE能源,103.33,0.58,1.84598127E10,16.25
DBAW,Xtrackers MSCI All World ex US Hedged Equity ETF,27.54,0.58,1.259388E8,
CRMT,美国汽车行,52.4,0.58,3.604572E8,19.3
BMI,"Badger Meter, Inc.",43.3,0.58,1.2532471E9,37.11
ABBV,AbbVie Inc.,93.14,0.58,1.469272381E11,28.06
WOW,"Wideopenwest, Inc.",7.04,0.57,5.938166E8,3.47
WMGI,Wright Medical Group N.V. - Ordinary Shares,19.4,0.57,2.0429346E9,
WBAI,500彩票网,17.57,0.57,7.3691516097E8,
TRST,TrustCo Bank Corp NY,8.75,0.57,8.38285E8,19.33
THFF,First Financial Corporation Indiana,43.95,0.57,5.355455E8,18.36
SVXY,恐慌指数0.5x做空-ProShares,12.31,0.57,6.62184E8,
SJR,肖氏通信,21.0,0.57,1.00261696E10,23.46
RHP,Ryman Hospitality Properties,79.3,0.57,4.0372509E9,22.99
PUI,PowerShares DWA Utilities Momentum Portfolio,26.46,0.57,4.34164E7,32.32
NYLD,"NRG Yield, Inc. Class C",17.75,0.57,1.1424937E9,35.3
KBA,KraneShares Bosera MSCI China A ETF,33.25,0.57,3.6366E8,
IHG,洲际酒店集团,62.0,0.57,1.17548017E10,10.01
FDEF,第一迪法恩斯金融,61.34,0.57,6.21019E8,15.88
ETB,伊万税收管理备兑认购收益基金,15.78,0.57,3.87925E8,68.22
CERN,塞纳,58.56,0.57,1.93169768E10,22.66
AZN,阿斯利康,35.54,0.57,8.95225562E10,15.85
ARRY,Array生物制药,14.17,0.57,2.9256007E9,
AGS,"PlayAGS, Inc.",22.98,0.57,8.053255E8,
ZBIO,ProShares UltraPro Short NASDAQ Biotechnology,10.73,0.56,4268000.0,
ROCK,"Gibraltar Industries, Inc.",35.6,0.56,1.1239986E9,18.15
REGN,再生元制药,316.01,0.56,3.32430758E10,30.39
PBJ,食品饮料ETF-PowerShares,32.56,0.56,7.7712E7,5.87
OMP,Oasis Midstream Partners LP Common Units Representing Limited Partner Interests,17.84,0.56,2.441337E8,41.26
OMF,"OneMain Holdings, Inc.",30.49,0.56,4.1137724E9,22.46
JRO,Nuveen Floating Rate Income Opportuntiy Fund Shares of Beneficial Interest,10.83,0.56,4.368443E8,13.46
IP,国际纸业,53.71,0.56,2.21167379E10,10.45
HVT,哈弗蒂家具,17.95,0.56,3.4622E8,18.79
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index Fund,50.18,0.56,3.2437E7,
FTVA,Aptus Fortified Value ETF,26.71,0.56,4.1168E7,
FCA,First Trust China AlphaDEX Fund,30.55,0.56,1.06327E7,
EXPE,Expedia,110.39,0.56,1.642436831231E10,72.63
ESXB,Community Bankers Trust Corporation.,8.9,0.56,1.954451E8,27.66
CNIT,中国信息技术,1.79,0.56,7.25531E7,89.0
CHKP,Check Point 软件,102.8,0.56,1.67087729E10,19.18
CDMOP,"Avid Bioservices, Inc. 10.50% Series E Convertible Preferred Stock",25.02,0.56,4.0988E7,
BK,纽约梅隆银行,55.73,0.56,5.60116639E10,13.89
BID,苏富比,54.11,0.56,2.8252583E9,24.46
AZPN,"Aspen Technology, Inc.",86.32,0.56,6.1752373E9,39.38
WATT,Energous Corporation,19.96,0.55,5.017323E8,
UNL,美国天然气基金(12月滚动),9.18,0.55,5934500.0,
PFM,PowerShares Dividend Achievers Portfolio,25.48,0.55,2.913985E8,
OGCP,"Empire State Realty OP, L.P. Series 60 Operating Partnership Units Representing Limited Partnership Interests",16.48,0.55,1.443825E8,61.14
NMM,Navios Maritime Partners LP Common Units Representing Limited Partner Interests,1.82,0.55,3.033375E8,
MSBF,MSB Financial Corp.,18.2,0.55,9.98957E7,36.94
KAR,KAR拍卖行,53.12,0.55,7.1008248E9,20.16
GWRS,"Global Water Resources, Inc.",9.16,0.55,1.788408E8,39.61
FLJH,Franklin FTSE Japan Hedged ETF,25.81,0.55,4.62096E7,
FFEU,Barclays ETN  FI Enhanced Europe 50 Exchange Traded Notes Series C,103.22,0.55,4.667091E8,
FCFS,第一富金融服务,82.65,0.55,3.8268077E9,30.0
FBNC,第一万能金控,36.86,0.55,1.0867321E9,20.14
EXPR,"Express, Inc.",7.33,0.55,5.510988E8,29.16
EGRX,Eagle制药,55.24,0.55,8.165191E8,16.8
CVM,Cel-Sci Corporation  ($0.001 Par Value),1.84,0.55,3.0186E7,
CAAP,Corporacion America Airports SA,12.84,0.55,2.0434843E9,
BWA,博格华纳,53.05,0.55,1.11192094E10,25.37
AAON,艾伦建材,36.25,0.55,1.8900967E9,35.0
ZEN,"Zendesk, Inc.",48.72,0.54,5.0521509E9,
WAL,Western Alliance Bancorporation  (DE),59.51,0.54,6.2659126E9,19.09
UFCS,"United Fire Group, Inc",49.94,0.54,1.2371641E9,28.38
SRF,Cushing Energy Income Fund  of Beneficial Interest,9.35,0.54,2.30174E7,
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,85.74,0.54,3.6058629E9,21.21
RHHBY,罗氏控股,27.88,0.54,2.1752E11,21.55
MGP,MGM Growth Properties LLC Class A common shares representing limited liability company interests,27.86,0.54,1.9645502E9,41.36
MAS,马斯可木业,39.45,0.54,1.22163788E10,23.64
LBY,"Libbey, Inc.",5.59,0.54,1.224797E8,
LAYN,莱尼-克里斯滕森工程,14.76,0.54,2.923822E8,
KW,Kennedy-Wilson Holdings Inc.,18.65,0.54,2.8016097E9,22.35
GSP,"Barclays Bank PLC iPath Exchange Traded Notes due June 12, 2036 Linked to GSCI Total Return Index",16.84,0.54,3.88725E7,
FXD,可选消费ETF-First Trust AlphaDEX,41.09,0.54,4.168741E8,
FLIC,第一长岛,28.0,0.54,6.967638E8,19.48
FENY,Fidelity MSCI Energy Index ETF,20.5,0.54,5.575298E8,
ECOL,"US Ecology, Inc.",55.95,0.54,1.2200534E9,24.73
DVMT,戴尔VMware跟踪股票,73.06,0.54,1.44871242E10,51.54
CODI-A,Compass Diversified Holdings 7.250% Series A Preferred Shares representing beneficial interest in Compass Diversified Holdings,20.61,0.54,8.2E7,
CMA,联信银行,96.01,0.54,1.64695826E10,23.07
BDXA,"Becton, Dickinson and Company Depositary Shares, each Representing a 1/20th Interest in a Share of 6.125% Mandatory Convertible ",60.95,0.54,3.00069E9,
WEAR,Exchange Listed Funds Trust ETF The WEAR ETF,19.11,0.53,1900700.0,
SASR,"Sandy Spring Bancorp, Inc.",40.13,0.53,1.4156937E9,18.31
UBT,长期国债2X做多-ProShares,72.66,0.0,1.81638E7,
UBRT,Credit Suisse AxelaTrader 3x Long Brent Crude Oil ETN,231.87,0.0,6.08659E7,
UBPS,UNIVERSAL BUSINESS PMT SOL A,3.1,0.0,3.574E7,103.33
UBP-FL,UBP-FL,25.42,0.0,0.0,
UBP-F.CL,Urstadt Biddle Properties Inc. Pfd Ser F,25.42,0.0,1.315485E8,
UBP-F,Urstadt Biddle Properties Inc. Pfd Ser F,25.35,0.0,1.311863E8,
UBND,WisdomTree Western Asset Unconstrained Bond Fund,51.26,0.0,5126000.0,
UBN,E-TRACS USB Bloomberg Commodity Index Exchange Traded Notes E-TRACS UBS Bloomberg CMCI Energy ETN,8.42,0.0,1898000.0,
UBM,E-TRACS USB Bloomberg Commodity Index Exchange Traded Notes E-TRACS UBS Bloomberg CMCI Industrial ETN,18.4,0.0,1840000.0,51.43
UBG,E-TRACS USB Bloomberg Commodity Index Exchange Traded Notes E-TRACS UBS Bloomberg CMCI Gold ETN,33.75,0.0,3914200.0,
UBET,Youbet.com,0.0,0.0,0.0,
UBER,Uber,0.0,0.0,0.0,
UBC,E-TRACS USB Bloomberg Commodity Index Exchange Traded Notes E-TRACS UBS Bloomberg CMCI Livestock ETN,18.3,0.0,2463800.0,
UAUA,美联航,0.0,0.0,0.0,
UAN,"CVR Partners, LP Common Units representing Limited Partner Interests",3.04,0.0,3.443802E8,
UAM,Universal American,9.97,0.0,5.924995E8,
UAHC,联美保险,0.02,0.0,660840.0,
UAG,E-TRACS USB Bloomberg Commodity Index Exchange Traded Notes E-TRACS UBS Bloomberg CMCI Agriculture ETN,18.11,0.0,3314100.0,21.28
UAE,阿联酋ETF-iShares,16.51,0.0,3.96264E7,
TZK.CL,,25.71,0.0,3.2909999E7,
TYY-B.CL,TORTOISE ENERGY CAP CORP,0.0,0.0,5.06E7,
TYY-B,TORTOISE ENERGY CAP CORP,0.0,0.0,0.0,
TYVIX,10年国债波动率指数,3.95,0.0,0.0,
TYNS,Direxion Daily 7 10 Year Treasury Bear 1X Shares,28.89,0.0,1444500.0,
TYD,Direxion Daily 10-Yr Treasury Bull 3x Shrs,39.76,0.0,5964000.0,
TXICW,TXICW,0.0,0.0,1.0,
TXIC,同心国际,0.05,0.0,726400.0,
TWPG,Thomas Weisel Partners,0.0,0.0,1.9357E8,
TWOZ,TWOZ,0.0,0.0,0.0,
TWON,INDEXIQ ETF TR,21.2,0.0,2120000.0,
TWOL,TWOL,0.0,0.0,0.0,
TWOK,SPDR Russell 2000 ETF,88.43,0.0,2.56795E8,
TWO*,Two Harbors Investment Corp,16.21,0.0,0.0,
TWLL,特威半导体,0.0,0.0,0.0,
TWER,Towerstream Corporation,0.22,0.0,4172400.0,
TWB,TWB,0.0,0.0,0.0,
TWAV,TRUSTWAVE HLDGS INC,0.0,0.0,0.0,
TVIA,"TerraVia Holdings, Inc.",0.0399,0.0,5306900.0,
TVAX,TVAX BIOMEDICAL INC,0.0,0.0,0.0,
TUTT,Tuttle Tactical Management U.S. Core ETF,22.62,0.0,2.37511E7,
TUTR,Plato Learning,0.0,0.0,0.0,
TUTI,Tuttle Tactical Management Multi-Strategy Income ETF,22.77,0.0,4556100.0,
