股票代码,股票名称,当前价,涨跌幅,市值,市盈率
OFS,OFS Capital,10.75,-0.83,1.44608E8,5.74
PAYX,沛齐,59.84,-0.83,2.16786757E10,24.23
PHYS,Sprott Physical Gold Trust ETV,10.75,-0.83,2.4057189E9,
PRLB,"Proto Labs, Inc. Common stock",124.7,-0.83,3.38663E9,65.16
REXR-A,"Rexford Industrial Realty, Inc. 5.875% Series A Cumulative Redeemable Preferred Stock",23.93,-0.83,8.6868E7,
SLIM,肥胖ETF,32.07,-0.83,3234500.0,
TECL,Direxion Technology Bull 3X Shares,115.95,-0.83,6.07984E8,
USB-O,US Bancorp-优先股O,25.14,-0.83,5.07E8,
SOGO,搜狗,8.4,-0.83,3.27704295672E9,28.86
BUD,百威英博,103.08,-0.83,1.759955897E11,20.96
INTC,英特尔,51.1,-0.83,2.39148E11,25.68
BDCL,富国BDC指数2X做多-ETRACS,14.2,-0.84,2.168764E8,
BML-J,美国银行-优先股J,23.55,-0.84,3.698112E8,
CHRS,"Coherus BioSciences, Inc.",11.8,-0.84,7.158353E8,
CTRL,Control4 Corporation,21.37,-0.84,5.607505E8,33.67
DJP,大宗商品ETN-iPath,24.88,-0.84,1.1596113E9,
DLB,Dolby Laboratories,67.3,-0.84,4.1259015E9,106.05
HCKT,哈克特服务,16.5,-0.84,4.866342E8,19.58
KTCC,Key Tronic Corporation,7.08,-0.84,7.68241E7,29.75
PTX,"Pernix Therapeutics Holdings, Inc.",2.36,-0.84,2.82591E7,
ROM,ProShares Ultra Technology,93.33,-0.84,2.94125E8,
SRG,Seritage Growth Properties Class A,35.47,-0.84,1.2460342E9,
MAXR,Maxar Technologies Ltd.,45.09,-1.25,2.5737864E9,23.66
MLNX,迈勒罗斯科技,74.8,-1.25,3.9510814E9,252.5
PROV,"Provident Financial Holdings, Inc.",18.12,-1.25,1.372172E8,141.15
PSCM,PowerShares S&P SmallCap Materials Portfolio,52.85,-1.25,3.2112E7,
TBBK,"The Bancorp, Inc.",11.08,-1.25,6.306435E8,
VRTS,"Virtus Investment Partners, Inc.",114.4,-1.25,8.361408E8,29.26
ZAGG,ZAGG Inc,11.85,-1.25,3.386889E8,22.64
ALPN,"Alpine Immune Sciences, Inc.",7.81,-1.26,1.095225E8,
AMMA,"Alliance MMA, Inc.",0.385,-1.26,5796600.0,
BAK,巴西石化,27.34,-1.26,4.7766721E9,
BSAC,桑坦德银行-智利,33.57,-1.26,1.60179208E10,0.02
CLNE,Clean Energy Fuels Corp.,1.57,-1.26,2.424981E8,
QHC,Quorum Health Corporation,8.59,-1.26,2.627523E8,
ROIC,Retail Opportunity Investments Corp.,16.41,-1.26,1.8704967E9,47.49
TRT,Trio-Tech International,5.47,-1.26,1.96839E7,10.45
AMCN,航美传媒,0.7159,-1.26,4.452742077E7,0.31
FMDG,Fieldstone Merlin Dynamic Large Cap Growth ETF,28.65,-1.27,7371600.0,
GTN,格林电视,11.7,-1.27,9.905608E8,3.36
HDP,"Hortonworks, Inc.",17.9,-1.27,1.4127616E9,
KURE,KraneShares MSCI All China Health Care Index ETF,26.49,-1.27,1.07321E7,
QDEU,SPDR MSCI Germany StrategicFactors ETF,65.56,-1.27,9960000.0,
TIL,Till Capital Ltd. - Restricted Voting Shares,3.9,-1.27,1.2999E7,
TMUS,T-Mobile US,62.29,-1.27,5.39058999E10,12.13
DD-A,E.I. du Pont de Nemours and Company Preferred Stock,85.59,-1.28,6.069E7,21.6
EMCG,WisdomTree Emerging Markets Consumer Growth Fund,25.51,-1.28,4.90941E7,
FRD,Friedman Industries Inc.,6.15,-1.28,4.36688E7,155.75
GDX,金矿股ETF-VanEck Vectors,22.42,-1.28,8.0598358E9,
GOLD,Randgold Resources Limited - American Depositary Shares each represented by one Ordinary Share,79.55,-1.28,7.6079725E9,27.6
MDGL,"Madrigal Pharmaceuticals, Inc.",117.4,-1.28,1.6919502E9,
PLND,VanEck Vectors Poland ETF,18.51,-1.28,1.6875E7,
ATTO,Atento S.A. Ordinary Shares,7.65,-1.29,5.727952E8,155.0
BCV-A,Bancroft Fund Limited 5.375% Series A Cumulative Preferred Shares,25.17,-1.29,3.06E7,
DVCR,Diversicare Healthcare Services Inc.,6.91,-1.29,4.51884E7,
GRP.UN,GRANITE REAL ESTATE INVESTMENT TRST,39.1,-1.29,1.8589872E9,13.61
PKOH,Park-Ohio Holdings Corp.,38.35,-1.29,4.926337E8,16.89
RFTA,RAIT Financial Trust 7.125% Senior Notes due 2019,22.11,-1.29,6.272E7,286.38
SHW,宣伟,387.31,-1.29,3.69243585E10,21.02
SMH,半导体ETF-VanEck Vectors,97.69,-1.29,1.2490941E9,
GDS,万国数据,26.68,-1.29,3.139134116E9,
ARGX,argenx SE - American Depositary Shares,87.74,-1.3,2.8599833E9,
CTSO,Cytosorbents Corporation,7.6,-1.3,2.269293E8,
EDD,大摩新兴市场国内债基金,7.57,-1.3,5.148549E8,
EWZ,巴西ETF-iShares MSCI,42.6,-1.3,8.681634E9,
FLY,Fly Leasing Limited,12.91,-1.3,3.946886E8,145.33
GDEN,"Golden Entertainment, Inc.",25.75,-1.3,7.145432E8,289.89
GNT-A,"GAMCO Natural Resources, Gold & Income Tust  5.20% Series A Cumulative Preferred Shares (Liquidation Preference $25.00 per share",23.61,-1.3,2.8704E7,
HY,"Hyster-Yale Materials Handling, Inc. Class A",74.91,-1.3,9.600539E8,25.82
LALT,多策略另类组合-PowerShares,21.96,-1.3,4450800.0,
SYX,Systemax Inc.,28.0,-1.3,1.0545283E9,14.04
TWIN,"Twin Disc, Incorporated",22.02,-1.3,2.584589E8,
WIP,国际通胀债券ETF-SPDR,57.52,-1.3,6.819041E8,
HON,霍尼韦尔,148.61,-1.3,1.124652248E11,64.9
AME,亚美特克,74.82,-1.31,1.7552956E10,25.79
FDTS,First Trust Developed Markets ex-US Small Cap AlphaDex Fund,44.28,-1.31,1.57046E7,
FLIN,Franklin FTSE India ETF,23.35,-1.31,2366000.0,
FNV,Franco-Nevada Corporation,70.28,-1.31,1.32400989E10,67.18
IPFF,iShares International Preferred Stock ETF,18.06,-1.31,8.967E7,
SCKT,"Socket Mobile, Inc.",3.01,-1.31,1.79309E7,
SGF,新加坡封基-安本,13.53,-1.31,1.045094E8,40.32
WPM,Wheaton Precious Metals,21.03,-1.31,9.4359505E9,163.92
EBR,巴西电力,5.26,-1.31,5.7939781E9,1.45
ACLS,亚舍立科技,22.5,-1.32,7.32659E8,6.0
APEI,美国公共教育,41.05,-1.32,6.818785E8,32.25
CBZ,"CBIZ, Inc.",18.65,-1.32,1.039282E9,20.54
EXFO,EXFO Inc - Subordinate Voting Shares,3.75,-1.32,8.91687E7,190.0
FF,First Opportunity基金,11.96,-1.32,5.30149E8,22.44
FMSA,Fairmount Santrol Holdings Inc.,5.23,-1.32,1.1922598E9,23.04
MTP,Midatech Pharma PLC - American Depositary Shares,0.75,-1.32,2.3212E7,
NVRO,Nevro Corp.,89.56,-1.32,2.7172227E9,
SLX,钢铁ETF-VanEck Vectors,48.58,-1.32,1.62459E8,
TCO-K,"Taubman Centers, Inc. Preferred Series K",23.88,-1.32,1.645736E8,
VVUS,"VIVUS, Inc.",0.38,-1.32,4.08181E7,
ZS,"Zscaler, Inc.",26.86,-1.32,3.1937636E9,
BLUE,bluebird bio,168.25,-1.32,8.5221891E9,
DDR,DDR Corp.,6.66,-1.33,2.4925847E9,
GZT,Gazit-Globe Ltd. Ordinary Shares,9.63,-1.33,1.8888834E9,2.13
KARS,KraneShares Electric Vehicles and Future Mobility Index ETF,22.92,-1.33,2.7876E7,
MDXG,"MiMedx Group, Inc",7.4,-1.33,8.327615E8,24.19
OTIC,"Otonomy, Inc.",3.7,-1.33,1.146657E8,
SOXX,半导体ETF-iShares PHLX SOX,169.93,-1.33,1.575813E9,
TA,TravelCenters of America LLC,3.7,-1.33,1.500048E8,16.3
ULE,欧元2X做多-ProShares,17.76,-1.33,9900000.0,22.73
WIT,Wipro Limited,5.2,-1.33,2.38403443E10,19.52
APO,阿波罗全球管理,28.87,-1.33,5.518021779E9,9.44
TXT,德事隆,64.72,-1.33,1.70096858E10,57.54
ASGN,盎塞,82.98,-1.34,4.3885182E9,28.32
CENT,Central Garden & Pet Company,39.16,-1.34,4.826313E8,21.22
HSDT,HELIUS MEDICAL TEC,8.07,-1.34,1.876377E8,
IEX,IDEX Corporation,142.7,-1.34,1.10786338E10,33.17
ILF,拉美40指数ETF-iShares,36.9,-1.34,2.0196E9,61.31
ITIC,投资者不动产,193.1,-1.34,3.692701E8,14.43
VCRA,Vocera通信,25.05,-1.34,7.496232E8,
WPG,Washington Prime Group Inc.,5.91,-1.34,1.1140831E9,6.11
CRAY,克雷科技,22.1,-1.34,9.066531E8,
AQXP,"Aquinox Pharmaceuticals, Inc.",12.42,-1.35,2.957499E8,
CBTX,"CBTX, Inc.",29.22,-1.35,7.461407E8,24.28
SIMO,慧荣科技,47.5,-1.35,1.7206689E9,61.73
WHLRP,"Wheeler Real Estate Investment Trust, Inc. - Preferred Stock",15.35,-1.35,2.91882E7,
ABDC,Alcentra Capital Corp.,6.55,-1.36,9.43289E7,13.83
ATKR,Atkore International Group Inc.,18.82,-1.36,8.849592E8,15.02
BDSI,"BioDelivery Sciences International, Inc.",2.18,-3.11,1.315116E8,22.5
DBB,基础金属ETF-PowerShares,19.0,-3.11,3.490588E8,89.14
NATR,天然阳光产品,9.35,-3.11,1.835057E8,
USD,ProShares Ultra Semiconductors,121.03,-3.11,7.8075E7,
BZUN,宝尊电商,45.52,-3.11,2.48878324E9,82.76
ONDK,On Deck Capital,5.3,-3.11,4.062268E8,
AVID,艾维科技,4.65,-3.12,1.991042E8,
TLGT,"Teligent, Inc.",3.42,-3.12,1.88844E8,
VXRT,"Vaxart, Inc",5.59,-3.12,4.1193E7,
NSYS,Nortech Systems Incorporated,3.09,-3.13,8625700.0,
VYGR,"Voyager Therapeutics, Inc.",17.95,-3.13,5.967917E8,
CCK,皇冠控股,49.68,-3.14,6.888341E9,22.4
IDSA,"Industrial Services of America, Inc.",2.16,-3.14,1.80388E7,
KTOV,Kitov Pharma Ltd.,2.47,-3.14,2.85845E7,
PIXY,"ShiftPixy, Inc.",3.08,-3.14,9.15862E7,
RUBI,"The Rubicon Project, Inc.",2.16,-3.14,1.12068E8,
SMRT,"Stein Mart, Inc.",1.85,-3.14,9.13986E7,
SVM,希尔威,2.78,-3.14,4.7491798624E8,
TYHT,天益华泰,1.54,-3.14,4.00904E7,3.7
HSKA,赫斯卡医疗,80.55,-3.15,6.177492E8,63.98
MYOS,MYOS RENS Technology Inc.,1.23,-3.15,8455900.0,
TRQ,Turquoise Hill Resources Ltd. Ordinary Shares,3.07,-3.15,6.3790369E9,35.22
CPAH,CounterPath Corporation,2.76,-3.16,1.69172E7,
ICHR,Ichor Holdings - Ordinary Shares,21.77,-3.16,5.907595E8,10.36
WTID,原油3X做空-UBS ETRACS,8.88,-3.16,1146400.0,
GEVO,"Gevo, Inc.",0.3387,-3.17,7946900.0,
GPL,Great Panther Silver Limited Ordinary Shares (Canada),1.22,-3.17,2.12316E8,126.0
KOSS,高斯电子,1.83,-3.17,1.39533E7,
PI,"Impinj, Inc.",12.85,-3.17,2.828871E8,
RNGR,"Ranger Energy Services, Inc. Class A",8.25,-3.17,7.16803E7,
SRNE,"Sorrento Therapeutics, Inc.",6.1,-3.17,5.73477E8,48.46
BOSC,BOS科技,2.13,-3.18,7384700.0,9.17
NITE,Nightstar Therapeutics plc - American Depositary Shares,14.0,-3.18,4.063363E8,
ONCS,OncoSec Medical Incorporated,1.52,-3.18,8.08271E7,
OTEL,Otelco Inc.,15.2,-3.18,5.32013E7,4.46
MU,美光科技,49.01,-3.18,5.322364456026E10,
GSS,"Golden Star Resources, Ltd",0.7019,-3.19,2.761757E8,7.25
ASPU,Aspen Group Inc.,7.57,-3.2,1.402304E8,
URA,铀矿ETF-Global X,13.29,-3.2,3.807558E8,
CCJ,Cameco Corp,10.23,-3.22,4.1835292E9,
VEDL,Vedanta Limited  American Depositary Shares (Each representing four equity shares),18.01,-3.22,1.72942462E10,62.03
APTO,"Aptose Biosciences, Inc.",3.3,-3.23,1.04694E8,
ELON,埃斯朗,4.2,-3.23,1.9711E7,
GSIT,广船国际技术,7.48,-3.23,1.646045E8,
THRM,Gentherm Inc,34.5,-3.23,1.3116887E9,37.14
TRCH,"Torchlight Energy Resources, Inc.",1.2,-3.23,8.47903E7,
FLL,"Full House Resorts, Inc.",3.28,-3.24,9.12393E7,
REV,露华浓,22.4,-3.24,1.218768E9,
AXGN,"AxoGen, Inc.",38.7,-3.25,1.3824097E9,
BFS-D,"Saul Centers, Inc. Depositary Shares, each representing 1/100th of a share of 6.125% Series D Cumulative Redeemable Preferred St",22.02,-3.25,6.828E7,
TWOU,"2U, Inc.",81.48,-3.25,4.4397239E9,
HUBS,"HubSpot, Inc.",109.9,-3.26,4.3006912E9,
GEN,"Genesis Healthcare, Inc.",1.48,-3.27,1.48754E8,
RVNC,Revance疗法,29.6,-3.27,1.1240175E9,
CCM,泰和诚医疗,3.25,-3.27,1.431012E8,
SPKE,"Spark Energy, Inc.",11.75,-3.29,1.596332E8,10.21
STKS,"The ONE Group Hospitality, Inc.",2.35,-3.29,6.62226E7,
VJET,"voxeljet AG American Depositary Shares, each representing one-fifth of an ordinary share/",3.23,-3.29,6.2124E7,
SPPP,Sprott Physical Platinum and Palladium Trust,8.78,-3.3,1.159214E8,
TAL,好未来,35.7,-3.3,1.788032358E10,115.16
GOEX,Global X Gold Explorers ETF,22.48,-3.31,4.79428E7,
KALU,凯撒铝业,102.1,-3.31,1.7694541E9,40.15
HL,赫克拉矿业,3.79,-3.32,1.5691823E9,
SMPLW,The Simply Good Foods Company - Warrant,3.19,-3.33,0.0,
VISI,"Volt Information Sciences, Inc.",2.9,-3.33,6.30862E7,2.19
SPI,阳光动力,0.4969,-3.33,3.139088115E7,
BWINA,鲍德温与里昂公司,22.3,-3.34,6.05151E7,19.07
PBHC,"Pathfinder Bancorp, Inc.",15.06,-3.34,6.68699E7,18.77
PRPH,"ProPhase Labs, Inc.",2.87,-3.37,3.30558E7,3.23
ALN,绿润集团,0.1777,-3.37,6886708.2,
AUY,Yamana Gold Inc. Ordinary Shares (Canada),2.86,-3.38,2.8086203E9,
DYNT,Dynatronics Corporation,2.85,-3.39,2.34061E7,
GTT,"GTT Communications, Inc.",49.8,-3.39,2.3097336E9,
AFSI-E,"AmTrust Financial Services, Inc. Depositary Shares , Each Representing 1/40 th Interest in a Share of 7.75% Non-Cumulative Prefe",21.34,-3.4,1.270175E8,
MTLS,Materialise NV - American Depositary Shares,12.23,-3.4,5.9914E8,
BJJN,iPathA Series B Bloomberg Nickel Subindex Total Return ETN,57.3,-3.42,5597700.0,
KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests,18.35,-3.42,3.198926E8,
SHIP,Seanergy Maritime Holdings Corp,0.9,-3.42,3.44648E7,
DOVA,"Dova Pharmaceuticals, Inc.",24.46,-3.43,7.131017E8,
SAND,Sandstorm Gold Ltd. Ordinary Shares (Canada),4.5,-3.43,8.577132E8,77.67
ANTH,Anthera制药,0.323,-3.44,7838200.0,
BPMC,Blueprint Medicines Corporation,79.13,-3.45,3.5819824E9,
CHKR,Chesapeake Granite Wash Trust Common Units representing beneficial interests in the Trust,1.4,-3.45,6.76005E7,0.6
PCTY,Paylocity Holding Corporation,53.66,-3.45,2.9237162E9,
RAS-C,RAIT Financial Trust 8.875% Series C Cumulative Redeemable Preferred Shares of Beneficial Interest,12.53,-3.47,2.12927E7,
STML,"Stemline Therapeutics, Inc.",16.7,-3.47,5.226377E8,
EVIX,欧洲恐慌指数做多-VelocityShares,11.1,-3.48,1.173E7,
FMX,FEMSA,93.08,-3.49,2.08445596E10,35.72
MTEM,"Molecular Templates, Inc.",8.3,-3.49,2.327009E8,
QTNA,"Quantenna Communications, Inc.",13.01,-3.49,4.853992E8,15.15
SA,"Seabridge Gold, Inc. Ordinary Shares (Canada)",10.23,-3.49,6.176866E8,
OCLR,"Oclaro, Inc.",7.97,-3.51,1.403637E9,10.07
SJT,圣胡安盆地信托,6.87,-3.51,3.318546E8,5.39
QURE,uniQure N.V. - Ordinary Shares,31.07,-3.54,1.0205413E9,
BYSI,万春医药,30.0,-3.54,6.5123775E8,
PLM,Polymet Mining Corporation Ordinary Shares (Canada),0.8198,-3.55,2.722573E8,
GST-B,Gastar Exploration Inc. Pfd Ser B %,18.4,-3.56,4.08248E7,
SENS,"Senseonics Holdings, Inc.",3.25,-3.56,4.624995E8,
TECK,Teck Resources Ltd Ordinary Shares,25.7,-3.56,1.5075905E10,7.82
CBK,克里斯托弗·班克斯,1.08,-3.57,4.23741E7,
VGZ,Vista Gold Corp,0.725,-7.05,7.76412E7,
AETI,美国电力技术,0.7499,-7.17,7071200.0,
VIX,恐慌指数(30天),10.96,-7.2,0.0,
LEE,李氏企业,2.18,-7.23,1.341428E8,2.24
SLS,"SELLAS Life Sciences Group, Inc.",4.99,-7.25,3.53603E7,
DXF,Dunxin Financial Holdings Limited American Depositary Shares,5.31,-7.33,1.19375E8,
DCAR,"DropCar, Inc.",1.76,-7.37,1.48396E7,
MTNB,"Matinas Biopharma Holdings, Inc.",0.63,-7.37,6.35654E7,
FTNW,"FTE Networks, Inc.",16.39,-7.4,1.111849E8,
SURF,"Surface Oncology, Inc",12.78,-7.46,3.811189E8,
AOI,联一国际,22.9,-7.47,2.229659E8,3.93
LITE,Lumentum Holdings Inc.,54.45,-7.48,3.6201888E9,40.59
GGO,The Gabelli Go Anywhere Trust  of Beneficial Interest,18.5,-7.5,3.22046E7,
IFON,InfoSonics Corp,4.44,-7.5,3243100.0,
UAVS,"AgEagle Aerial Systems, Inc.",3.7,-7.5,3.95452E7,1.45
AZRX,"AzurRx BioPharma, Inc.",3.18,-7.56,4.3249E7,
OMED,"OncoMed Pharmaceuticals, Inc.",2.92,-7.59,1.209005E8,
AVP,雅芳,2.55,-7.61,1.2170157E9,
SDRL,Seadrill Limited,0.2771,-7.63,1.513557E8,
SPWR,SunPower,8.95,-7.64,1.2236298411E9,
BSPM,奥星制药,2.61,-7.77,6883047.63,
VHC,VirnetX Holding Corp,2.9,-7.94,1.919015E8,
ARMO,"Armo Biosciences, Inc.",26.01,-7.96,8.592484E8,
SGY+,Stone Energy Corporation Warrants,6.58,-8.1,0.0,
CTG,"Computer Task Group, Incorporated",8.49,-8.12,1.412044E8,307.83
TIS,Orchids Paper Products Company,6.5,-8.19,7.55461E7,11.06
CRSP,CRISPR Therapeutics AG,49.6,-8.27,2.5503147E9,
CNET,中网载线,2.88,-8.28,3.501587232E7,
RIF.R,RIF.R,0.6,-8.31,0.0,
SZO,"DB Crude Oil Short ETN due June 1, 2038",62.61,-8.36,1865100.0,
CBI,西比埃公司,13.36,-8.43,1.4960383E9,
CYRXW,"CryoPort, Inc. - Warrants",3.8,-8.43,0.0,
CBAY,CymaBay Therapeutics Inc.,12.3,-8.48,7.862641E8,
MOXC,"Moxian, Inc.",2.78,-8.55,2.037019E8,
SOHU,搜狐,30.94,-8.65,1.202990516E9,
ONTX,"Onconova Therapeutics, Inc.",0.5201,-8.66,1.10535E7,
NXEOW,"Nexeo Solutions, Inc. - Warrant",0.73,-8.75,0.0,
VKTXW,"Viking Therapeutics, Inc. - Warrants",2.92,-8.75,0.0,
ORPN,Bioblast Pharma Ltd. - Ordinary Shares,2.07,-8.81,7597300.0,
VKTX,"Viking Therapeutics, Inc.",4.29,-8.92,2.398953E8,
NLST,"Netlist, Inc.",0.1457,-8.94,1.36664E7,
PTN,Palatin科技,1.22,-8.96,2.633771E8,10.31
NBRV,Nabriva Therapeutics plc - Ordinary Shares,4.76,-8.99,1.920265E8,
USLV,白银3X做多-VelocityShares,10.33,-8.99,2.71747E8,
FFHL,富维薄膜,3.14,-8.99,1.02540625E7,
CLW,克利尔沃特纸业,24.43,-9.01,4.41981E8,4.57
HAIR,"Restoration Robotics, Inc.",4.62,-9.06,1.2955288038E8,
CGIX,"Cancer Genetics, Inc.",1.0,-9.09,3.05233E7,
LPCN,Lipocine Inc.,1.5,-9.09,3.50865E7,
ACET,艾切托,2.28,-9.16,7.7214E7,
MYO,Myomo Inc.,3.64,-9.23,4.96941E7,
QTNT,Quotient Limited - Ordinary Shares,4.0,-9.3,2.010435E8,
ACH,中国铝业,14.29,-9.61,8.51901106541E9,1581.0
LINK,"Interlink Electronics, Inc.",5.06,-9.64,4.11179E7,32.94
DMRC,数字标识,26.15,-9.67,3.430531E8,
COCP,COCRYSTAL PHARMA I,3.25,-9.72,8.78488E7,
PIR,"Pier 1 Imports, Inc.",2.38,-9.85,2.200388E8,9.1
JJUB,iPathA Series B Bloomberg Aluminum Subindex Total Return ETN,51.64,-9.88,5623100.0,
ELGX,恩多勒吉克斯,4.14,-10.0,3.863319E8,
IPAS,iPass Inc.,0.36,-10.0,2.97381E7,
NM-G,Navios Maritime Holdings Inc. Sponsored ADR Representing 1/100th Perpetual Preferred Series G (Marshall Islands),12.03,-10.29,2.682E9,
THM,"International Tower Hill Mines, Ltd. Ordinary Shares (Canada)",0.618,-10.43,1.286112E8,
SECO,寺库,10.05,-10.59,5.162847207E8,
WMLP,"Westmoreland Resource Partners, LP Common Units representing Limited Partner Interests",1.09,-10.66,1567500.0,
VVPR,VivoPower International PLC - Ordinary Shares,1.65,-10.81,2.50811E7,2.53
ATOM,Atomera Incorporated,4.83,-10.89,6.6997E7,
KRYS,"Krystal Biotech, Inc.",8.99,-10.99,1.041032E8,
CFMS,"ConforMIS, Inc.",1.58,-11.73,1.089095E8,
CLDC,中国贷款公司,1.97,-12.05,5.32197E7,2.84
ANW,Aegean Marine Petroleum Network Inc.,2.55,-12.07,1.178572E8,3.22
BDR,"Blonder Tongue Laboratories, Inc.",1.02,-12.07,9532700.0,
BNTCW,Benitec Biopharma Limited - Warrant,0.35,-12.48,1.095886617E8,
BLNK,Blink Charging Co,1.51,-13.22,3.35605E7,
AA,美国铝业,51.91,-13.5,9.4700767959E9,
PACD,Pacific Drilling S.A.,0.3856,-14.06,9574900.0,
LMRK,Landmark Infrastructure Partners LP,14.8,-14.2,4.313456E8,32.55
INNT,"Innovate Biopharmaceuticals, Inc.",17.64,-14.62,5.307901E8,
ATOS,Atossa Genetics Inc.,2.99,-15.06,9334700.0,
GSUM,国双,6.12,-16.05,1.87907868E8,
GUT.RT,Gabelli Utility Trust (The),0.0328,-17.59,0.0,
LYTS,LSI设备,6.3,-17.65,1.956446E8,
VLRS,Volaris航空,5.75,-17.97,6.153772E8,41.24
IMTE,Integrated Media Technology Limited - Ordinary Shares,2.46,-18.0,7930800.0,
VLRX,"Valeritas Holdings, Inc.",2.55,-18.27,2.19579E7,
RKDA,"Arcadia Biosciences, Inc.",19.85,-18.38,6.03413E7,
BLNKW,Blink Charging Co. Warrant,0.24,-20.0,0.0,
ONSIW,"Oncobiologics, Inc. Series A Warrant Expiring 2/18/2019",0.02,-23.37,0.0,
MBVX,"MabVax Therapeutics Holdings, Inc.",1.17,-23.53,1.37116E7,
IRL.R,IRL.R,0.35,-25.62,0.0,
WHLRW,"Wheeler Real Estate Investment Trust, Inc. - Warrants",0.0175,-27.08,0.0,
WLB,Westmoreland Coal Company,0.2,-29.82,5349900.0,
SYN,"Synthetic Biologics, Inc.",0.238,-30.33,4.39699E7,
AKRX,爱克龙药业,13.05,-33.76,2.4675861E9,
FTK,Flotek工业,4.14,-34.49,3.618125E8,
GGZ.R,GGZ.R,0.37,-34.94,0.0,
SGLBW,"Sigma Labs, Inc. - Warrant",0.31,-40.38,0.0,
CLIRW,ClearSign Combustion Corporation - Warrant,0.34,-43.12,0.0,
MICTW,"Micronet Enertec Technologies, Inc. - Warrant",0.03,-44.44,0.0,
PRTA,Prothena Corporation plc - Ordinary Shares,11.5,-68.78,1.4207135E9,
LGL.R,LGL.R,0.02,-73.75,0.0,
ARTX,阿罗特克,3.35,-1.47,8.99384E7,22.67
FKO,First Trust South Korea AlphaDEX Fund,28.79,-1.47,2922300.0,
FLCA,Franklin FTSE Canada ETF,24.13,-1.47,2448900.0,
LOGM,大家来网络,117.45,-1.47,6.2387161E9,61.76
LSBK,莱克肖尔万通金控,16.75,-1.47,1.032575E8,30.91
MNTA,"Momenta Pharmaceuticals, Inc.",20.1,-1.47,1.5679104E9,
MRNS,"Marinus Pharmaceuticals, Inc.",4.7,-1.47,1.932838E8,
OPHC,"OptimumBank Holdings, Inc.",4.7,-1.47,6136600.0,
PAYC,"Paycom Software, Inc.",114.06,-1.47,6.8373002E9,102.44
SBOW,"SilverBow Resources, Inc.",32.77,-1.47,3.863642E8,4.19
AKS,AK钢铁控股,4.68,-1.47,1.4975785E9,237.5
BRT,BRT房地产信托,11.32,-1.48,1.624227E8,39.62
CDZI,加的斯,13.35,-1.48,3.14584E8,
CENTA,Central Garden & Pet Company  Nonvoting,37.24,-1.48,1.4390528E9,
CRC,California Resources Corporation,23.36,-1.48,1.0749518E9,
FOLD,爱美医疗,14.0,-1.48,2.6710852E9,
GSC,Goldman Sachs Connect S&P Enhanced Commodity Total Return Strategy Index,26.01,-1.48,1.374596E8,
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",19.24,-1.48,1.0403435E9,34.26
JJAB,iPathA Series B Bloomberg Agriculture Subindex Total Return ETN,51.14,-1.48,5805500.0,
LPG,Dorian LPG Ltd.,7.98,-1.48,4.463655E8,
QUOT,Quotient Technology Inc.,13.35,-1.48,1.26536E9,
BLDR,"Builders FirstSource, Inc.",18.46,-1.49,2.1479689E9,55.12
CUI,"CUI Global, Inc.",2.64,-1.49,7.63422E7,
HWKN,霍金斯材料,33.15,-1.49,3.598929E8,25.49
MCHP,微芯科技,84.4,-1.49,2.00785135E10,83.18
RQI,Cohen & Steers 高质量收益地产基金,11.26,-1.49,1.2477148E9,13.94
SEM,Select Medical Holdings Corporation,17.88,-1.49,2.4336752E9,13.65
SSC,"Seven Stars Cloud Group, Inc.",2.64,-1.49,1.845583E8,
APRN,蓝围裙控股,1.97,-1.5,3.7471391694E8,
DDE,多佛唐斯娱乐,1.31,-1.5,2.44901E7,
ICPT,"Intercept Pharmaceuticals, Inc.",67.7,-1.5,2.0227576E9,
NS-B,Nustar Energy L.P. 7.625% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited p,21.66,-1.5,3.38646E8,
PEI-C,Pennsylvania Real Estate Investment Trust 7.20% Series C Cumulative Redeemable Perpetual Preferred Shares,20.95,-1.5,1.2762E8,
RIOT,"Riot Blockchain, Inc",6.55,-1.5,8.92239E7,
TVTY,"Tivity Health, Inc.",39.45,-1.5,1.5958742E9,27.81
JOBS,前程无忧,87.93,-1.5,5.399851644E9,64.65
KMB,金佰利,98.52,-1.51,3.50170189E10,15.63
PRGS,Progress Software Corporation,37.25,-1.51,1.7193818E9,36.02
FSLR,第一太阳能,74.37,-1.51,7.765522038E9,
MS,摩根士丹利,53.64,-1.51,1.0045813394196E11,21.46
KFS,汇富金融服务,3.89,-1.52,9.33421E7,
LUNA,Luna Innovations Incorporated,3.25,-1.52,9.218E7,6.35
MXF,墨西哥封基-MXF,16.19,-1.52,2.466859E8,71.48
PEN,"Penumbra, Inc.",122.85,-1.52,4.2578427E9,959.62
VPG,"Vishay Precision Group, Inc.",29.2,-1.52,3.683492E8,27.71
FRSH,"Papa Murphy's Holdings, Inc.",4.5,-1.53,7.75596E7,
NR,新园能源,9.65,-1.53,8.753016E8,75.38
RAS-B,RAIT Financial Trust 8.375% Series B Cumulative Redeemable Preferred Shares of Beneficial Interest,12.84,-1.53,3.05379E7,
AST,"Asterias Biotherapeutics, Inc. Common Series A",1.28,-1.54,7.04615E7,
